Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;Age;Repair Threshold Status
23;10/28/19;1095576;3;ENG;Australia;10;L;Sart jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;front panels, hood;;;;;;;;;;;;;No;Yes;0;Repair;shell;4;below
411;12/30/19;1115507;3;EN;Australia;10;L;Ionian ar jacket women;2009;2_Good;No;WBW 3L Membrane;arm pits, front panels, cuffs, ;;;;;;;;;;;;;;;;;;;;;;all, ;neck, both cufs.;;;;;No;Yes;1005;Replacement;shell;10;above
502;1/16/20;866614;1;EN;Australia;2;XL;Atlantis sv jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, pocket bags, lam pocket, all zippers, hood facing, powder skirt, neck pad, hood cord tunnel,;all, ;both cuffs, pocke tbag donuts, ;;;;;No;Yes;11;30% Discount;shell;16;above
503;1/16/20;866614;2;EN;Australia;2;S;Atlantis sv jacket women;2004;1_Used;No;WBW 3L Membrane;front panel, shoulders, arm pit, neck, ;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, pocket bags, lam pocket, all zippers, hood facing, powder skirt, neck pad, hood cord tunnel,;all, ;both cuffs, pocke tbag donuts, ;;;;;No;Yes;1011;30% Discount;shell;16;above
5;10/24/19;1092284;1;ENG;New Zealand;10;XXL;Atlantis sl hybrid jacket men;2012;1_Used;No;WBW 3L Membrane;all over;;;;;;;;;;;;;;;;;;;;;All;All;;;;;;No;Yes;1006;30% Discount;shell;7;above
6;10/24/19;1092284;2;ENG;New Zealand;10;M;Boreal ar jacket men;2011;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;Everywhere;;;;Main zipper;All;All;Neck;;;;;No;Yes;9;30% Discount;shell;8;below
22;10/28/19;1095576;2;ENG;Australia;10;M;Bering sv jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;right arm pit, ;right elbow, ;;left cuff;right cuff;;;;;front panels,;;;;;;chest pocket zippers, ;;;;;;;No;Yes;9;Repair;shell;8;below
45;10/30/19;1095757;1;EN;Australia;10;L;Mediterranean sv women;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;all over;;;;;Replace main zipper slider;;;;tuck and saw both cuffs, ;;;;No;Yes;1;Repair;shell;6;below
46;10/30/19;1095757;2;EN;Australia;10;S;Ionian ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;both cuffs, arm pit;;;;;;;;;;;right hand pocket, ;all pocket zippers (except arm pocket), hood facing, ;all including donuts inside hand pockets;arm pit and pocket bags donuts, neck, ;;;;;No;Yes;9;Repair;shell;8;below
43;10/30/19;1096252;1;EN;Australia;10;XXL;Mediterranean lt jacket men;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;replace main zipper slider;;;;;;tuck and saw both cuffs, restitch right hand pockets bottom;;;;No;Yes;3;Repair;shell;6;below
42;10/30/19;1096252;2;EN;Australia;10;XL;Ionian ar jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;arm pit;;;;;;all, including donuts inside pockets;neck, pocket bags donuts, both cuffs;;;;;No;Yes;5;Repair;shell;9;below
143;11/14/19;1098568;1;EN;New Zealand;10;S;Ionian ar jacket women;2007;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, laminated pocket, pocket bags, ;all including inside pocket donuts, ;pocket donut, ;;;;;No;Yes;11;Repair;shell;12;above
144;11/14/19;1098568;2;EN;New Zealand;10;XS;Barents lt jacket women;2009;3_Excellent;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper,;;;laminated pocket, pocket bags, neck pad, ;;pocket bag sdonuts, ;;;;;No;Yes;8;Repair;shell;10;below
232;11/28/19;1102728;1;EN;Australia;10;L;Mediterranean ar women;2014;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;riht and left hand pocket ends, ;;;;No;Yes;1;Repair;shell;5;below
233;11/28/19;1102728;2;EN;Australia;10;L;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, left laminated pocket, ;all 70D,;right cuff, left cuff, neck, ;;;;;No;Yes;8;Repair;shell;8;below
200;11/22/19;1106309;1;EN;Australia;10;S;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;Shoulders,;;;;;;;;;;;both anckles,;;;;;;;;;;;;;;;;;No;Yes;1006;Replacement;shell;5;above
201;11/22/19;1106309;2;EN;Australia;10;S;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;Shoulders,;;;;;;;;;;;both anckles,;;;;;;;;;;;;;;;;;No;Yes;1006;Replacement;shell;5;above
210;11/25/19;1109213;1;EN;Australia;10;M;Labrador jacket women;2013;2_Good;No;WBW 3L Membrane;neck, hood, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
209;11/25/19;1109213;2;EN;Australia;10;M;Labrador sv jacket men;2013;2_Good;No;WBW 3L Membrane;hoodm back, arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
236;11/28/19;1109324;1;EN;Australia;10;M;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;lower right front panel, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;5;below
237;11/28/19;1109324;2;EN;Australia;10;M;Bering sv jacket men;2003;2_Good;No;WBW 3L Membrane;;;;;;;;lower right front panel, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;30% Discount;shell;16;below
261;12/3/19;1110710;1;EN;Australia;10;L;Boreal lt jacket women;2008;3_Excellent;No;WBW 3L Membrane;right cuff, left cuff, neck, ;;;;;;;;;;;;;;;;;;;;;laminated pocket,;all, ;both cuffs, pocket bags donuts, nekc, arm pit, ;;;;;No;Yes;1008;Replacement;shell;11;above
262;12/3/19;1110710;2;EN;Australia;10;L;Ionian ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;Neck,;;;;;;;;;;;;;;;;;neck, ;;;;lam pocket, ;all, ;neck, ;;;;;No;Yes;1008;Replacement;shell;9;above
243;11/29/19;1112647;1;EN;Australia;10;WS;Boreal ar jacket women;2017;2_Good;No;WBW 3L Membrane;upper back, left shoulder, right shoulder, right arm pit zipper, left arm pit zipper, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;2;above
244;11/29/19;1112647;2;EN;Australia;10;XS;Boreal lt hybrid jacket women;2015;2_Good;No;WBW 2L Membrane;lower right front panel, lower left front panel, upper back, upper back, left shoulder, right shoulder, ;;;;;;;;;;lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;No;Yes;1003;Replacement;shell;4;above
291;12/6/19;1113193;1;EN;Australia;10;L;Atlantis lt jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;hem left side, ;;;;;;;everywhere;;;;;pocket bags,  lam pocket, hood facing, ;all, ;neck, pocket bags donuts, arm pit donuts, donuts at seam junctions front panels;;;;;No;Yes;8;30% Discount;shell;11;below
290;12/6/19;1113193;2;EN;Australia;10;S;Bering sv jacket men;2008;1_Used;Yes;WBW 3L Membrane;;;;;;;;upper right front panel, ;;end of hand pocket flaps, both cuffs, ;;;;;;;;;;;;chest pocket zippers, ;;;;;;;No;Yes;6;Repair;shell;11;below
413;12/30/19;1115507;2;EN;Australia;10;XL;Mawson women;2010;2_Good;No;K Fleece;;;;;;all over but not excessively;;;;;;;;;;;;;;;;;;;;;;;No;Yes;0;Repair;shell;9;below
333;12/12/19;1116673;1;EN;Australia;10;M;Tasman lt men;2017;0_Trashed;No;Down Loft;;;;;;;;;right arm, right  front panel, ;;;;;;;all over, ;;;;;main zipper, ;;;;;;;;No;Yes;7;50% Discount;shell;2;below
332;12/12/19;1116673;2;EN;Australia;10;M;Boreal sl hybrid jacket men;2016;0_Trashed;No;WBW 2L Membrane;;;;;;;;;front lef tpanel, right arm, ;;;;;;;everywhere,;;;;;main zipper, ;;all, ;;;;;;No;Yes;10;30% Discount;shell;3;equal
368;12/17/19;1120026;1;EN;Australia;10;XS;Neptuna sv women;2009;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;hood facing, arm pocket, ;70D inside pocket, hood drawcord,;;;;;;No;Yes;9;Repair;shell;10;below
367;12/17/19;1120026;2;EN;Australia;10;XS;Ionian ar jacket women;2015;2_Good;No;WBW 3L Membrane;;shoulders, ;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;1003;Replacement;shell;4;above
788;2/4/20;1125536;1;EN;Australia;2;M;Bering sv jacket men;2011;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood, right cuff, left cuff, ;;hood, ;;;;;No;No;5;30% Discount;shell;9;above
787;2/4/20;1125536;2;EN;Australia;2;M;Red jacket men;2011;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood, hood facing, ;right cuff, left cuff, powder skirt, hem drawcord, ;;;;;;No;No;6;30% Discount;shell;9;above
633;2/3/20;1142901;1;EN;Australia;2;L;Aurora jacket men;2006;2_Good;No;K Fleece;;;;;;;;neck, ;both cuffs, ;;;;;;;;;;;;;pad nck exterior, arm pocket, ;chest pocket,  ;;right end of powder skirt, hand pocket flaps, ;;;;No;No;15;30% Discount;shell;14;above
634;2/3/20;1142901;2;EN;Australia;2;L;Labrador ar jacket men;2004;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, pocket bags, hood facing, cuffs lining, hem draw cord, lam pocket, neck pad, ;all, ;neck, donnuts at arm pit zip, pocket bag donuts, cuffs, ;;;;;No;No;11;30% Discount;shell;16;above
522;1/20/20;1143395;1;EN;Australia;2;L;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;lam pocket, pocket bag, ;alll,;neck, arm pit donuts, pocket bag donuts, ;;;;;No;No;8;Replacement;shell;9;above
521;1/20/20;1143395;2;EN;Australia;2;L;Ionian ar jacket men;2011;3_Excellent;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;9;above
692;2/7/20;1144995;1;EN;Australia;2;XL;Adreatic jacket men;2008;3_Excellent;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, hod cord tunnel, hood facing, ;all, ;neck, cuffs, along main zipper, ;;;;;No;No;8;30% Discount;shell;12;above
693;2/7/20;1144995;2;EN;Australia;2;XL;Ionian ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;everywhere, ;;;;;powder skirt, lam pocket, ocket bags, hood facing, all zippers, ;all, ;cuffs, main zipper, neck, pocket bag donuts, ;;;;;No;No;8;30% Discount;shell;11;above
767;1/24/20;1149540;1;EN;Australia;2;M;Levantine lt jacket men;2010;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;left laminated pocket, right pocket bag, left pocket bag, ;hem drawcord, ;;;;;;No;Yes;6;Replacement;shell;10;above
766;1/24/20;1149540;2;EN;Australia;2;M;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, ;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;No;6;Replacement;shell;9;above
678;2/6/20;1150183;2;EN;Australia;2;S;Flores coat women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, zipper, cuffs lining, ;;;;;;;No;No;3;Replacement;shell;8;above
663;2/5/20;1150206;1;EN;Australia;2;M;Levantine lt jacket men;2002;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;all zippers, lam pocket chest, ;;;;;;;No;No;3;30% Discount;shell;18;above
662;2/5/20;1150206;2;EN;Australia;2;M;Boreal ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;cuffs, neck, ;;;;;;;;;;;;;;;;;cuffs, neck, ;;;;hood facing, lam pocket, pocket bags, ;all, ;both cuffs, neck, pokcet bags donuts, ;;;;;No;No;1008;Replacement;shell;10;above
607;1/29/20;1150875;2;EN;Australia;2;M;Molucca ar jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;;;both cuffs, arm pit zip donuts, ;;;;;No;No;3;Replacement;shell;4;above
675;2/6/20;1151715;1;EN;Australia;2;M;Tasman lt women;2015;2_Good;No;Down Loft;;;;;;;;right arm (self repaired),;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;5;above
676;2/6/20;1151715;2;EN;Australia;2;S;Adreatic jacket women;2007;2_Good;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;cuffs, neck, main zipper, hood, ;;;;;No;No;1008;30% Discount;shell;13;above
665;2/5/20;1152886;1;EN;Australia;2;M;Atlantis fl jacket men;2013;2_Good;No;WBW 3L Membrane;;;;;;;right shoulder/upper back, ;;;;;;;;;;;;;;;;;;;;;;No;Yes;0;Repair;shell;7;below
664;2/5/20;1152886;2;EN;Australia;2;M;Atlantis sv jacket men;2013;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;right cuff, ;;;;;;;;;;;No;No;1000;Replacement;shell;7;above
279;12/5/19;471413;1;EN;Australia;10;M;Molucca ar jacket women;2016;2_Good;No;WBW 3L Membrane;;left shoulder, right shoulder, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;3;above
221;11/26/19;523456;1;EN;Australia;10;S;Atlantis ar jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;left arm pocket zipper, ;;;;;;;;;No;Yes;5;Repair;shell;3;below
382;12/19/19;896519;1;EN;Australia;10;L;Boreal ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;both cuffs, shoulders, arm pits,;;;;;;;;;;;;;;;;;;;;main zipper, ;hood facing, pocket bags, all zippers, lam pocket, ;all, ;neck, arm pit donuts, pocket bag donuts, both cuffs, ;;;;;No;Yes;1009;Replacement;shell;9;above
94;11/6/19;950325;1;EN;Australia;10;XL;Boreal sl jacket men;2005;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck pad, hood facing,;all, ;neck, both cuffs,;;;;;No;Yes;8;30% Discount;shell;14;below
107;11/7/19;984778;1;EN;Australia;10;M;Apka women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;all over, ;;;;;;;;;;;;;No;Yes;0;Repair;shell;4;below
124;11/13/19;1037045;1;EN;Australia;10;L;Atlantis lt jacket men;2013;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;both cuffs, ;;;;;;all over, ;neck, ;;;;main zipper slider;;;both cuffs, ;;;;;No;Yes;3;Repair;shell;6;below
385;12/19/19;1053531;1;EN;Australia;10;S;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;all zippers, hoo facing, ;hang tag, ;neck, both cuffs, ;;;;;No;Yes;9;Repair;shell;4;below
113;11/8/19;1069413;1;EN;Australia;10;M;Hudson jacket men;2015;0_Trashed;No;WBW 3L Membrane;shoulders, arm pit, neck, hood;;;;;;front panels,;;;front panels,;;;;;;all over, ;neck, ;;main zipper, ;;;let arm pit,;;;;;;;No;Yes;1006;30% Discount;shell;4;above
286;12/5/19;1070762;1;EN;Australia;10;M;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;all, ;;;;;all zippers, hood facing, neck pad, lam pocket, pocket bags, ;all, hem self repaired, ;both cuffs, neck, pocket bag donuts, arm pit donuts, ood cord tunnel, ;;;;;No;Yes;1008;30% Discount;shell;12;above
363;12/17/19;1074922;1;EN;Australia;10;L;Boreal sl jacket women;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;8;below
64;11/1/19;1079387;1;EN;Australia;10;M;Levantine mx men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;arm pocket,;all;;;;;;No;Yes;6;Repair;shell;8;below
505;1/16/20;1079411;1;EN;Australia;2;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;5;above
205;11/25/19;1079843;1;EN;Australia;10;S;Atlantis lt jacket women;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;laminated pocket, collar, ;all, ;neck, pocket bag donuts, cuffs, ;;;;;No;Yes;8;Repair;shell;11;below
17;10/28/19;1080275;1;ENG;New Zealand;10;L;Ionian ar jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;Neck, arm pits, right hand pocket;;;;;hood facing, ;all including donuts inside hand pockets;;;;;;No;Yes;6;Repair;shell;8;below
346;12/16/19;1081448;1;EN;Australia;10;S;Ionian ar jacket women;2010;3_Excellent;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;;all, ;boht cuffs, ;;;;;No;Yes;1005;Replacement;shell;9;above
199;11/22/19;1081580;1;EN;Australia;10;S;Ionian ar jacket women;2011;2_Good;No;WBW 3L Membrane;neck, hood, shoulders, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;8;above
88;11/6/19;1082273;1;EN;Australia;10;L;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;Replacement;shell;8;below
212;11/26/19;1085720;1;EN;Australia;10;S;Ionian ar jacket men;2010;2_Good;No;WBW 3L Membrane;front panels, neck, shoulders, ;;;;;;;;;;;;;;;;;neck,;;;;all zippers, pocket bags, hood facing, laminated pocket, neck pad, lining cuffs,  ;all, ;neck, pit zips, both cuffs, ;;;;;No;Yes;1008;30% Discount;shell;9;above
37;10/30/19;1085896;1;EN;Australia;10;M;Bering sv jacket men;2012;2_Good;Yes;WBW 3L Membrane;at cuffs;;;;;;;;;both cuffs;;;;;;;;;main zipper;;;;;;;;;;No;Yes;1003;Replacement;shell;7;above
442;1/3/20;1085908;1;EN;Australia;10;S;Boreal sl jacket women;2013;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;neck, arm pit;all, ;neck, ;;;;;No;Yes;8;Replacement;shell;7;below
226;11/27/19;1085950;1;EN;Australia;10;S;Boreal lt hybrid jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood cord tunnel, neck pad, collar, ;;;;;;;No;Yes;3;Replacement;shell;4;below
79;11/5/19;1085988;1;EN;Australia;10;M;Atlantis sv jacket women;2012;1_Used;No;WBW 3L Membrane;;;;;;;;;;armpits, both cufs, ;;;;;;;;;;;;all pocket zippers, hood facing, ;all, ;neck, arm pits, pocket bags, ;;;;;No;Yes;8;30% Discount;shell;7;below
453;1/6/20;1085993;1;EN;Australia;10;XS;Labrador ar jacket women;2005;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;all over, ;;;;;;all zippers, hod facing, cuffs lining, neck pad, pocket bags, laminated pocket,  ;all, ;neck, arm pit zip donuts, ;hand tag, ;;;arm pocket window, ;No;Yes;8;30% Discount;shell;15;below
188;11/21/19;1086498;1;EN;Australia;10;S;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;lowerback, sides, ;;;;;neck, ;;;;;hood facing, ;all, ;both cuffs, neck, pocket bag donuts, ;;;;;No;Yes;14;Replacement;shell;7;above
14;10/25/19;1086725;1;ENG;New Zealand;10;M;Boreal sl jacket men;2012;2_Good;No;WBW 3L Membrane;Slight front panel;;;;;;;;;front panel;;;;;;Front left pannel;;;;;;;All;Neck;;;;;No;Yes;1005;Replacement;shell;7;above
425;1/2/20;1087073;1;EN;Australia;10;L;Ionian svx  jacket men;2013;2_Good;No;WBW 3L Membrane;neck, hood, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;7;above
80;11/5/19;1087162;1;EN;Australia;10;L;Atlantis lt jacket women;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;neck, light everywhere,;;;;;hood facing, ;all, ;boh cuffs, neck, pocket bags donuts, collar, ;;;;;No;Yes;8;Repair;shell;9;below
56;10/31/19;1088011;1;EN;Australia;10;M;Levantine lt men;2012;2_Good;No;K Fleece;;;;;;;;right sleeve, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;7;below
3;10/24/19;1088533;1;ENG;New Zealand;10;XS;Atlantis sl jacket women;2011;1_Used;No;WBW 3L Membrane;Shoulders, arm pit,  hood;;;;;;;;;;;;;;;Front panels;;;;;;Neck pad;All;Neck;;;;;No;Yes;1008;30% Discount;shell;8;above
1;10/24/19;1088539;1;ENG;New Zealand;10;L;Boreal ar jacket women;2009;2_Good;No;WBW 3L Membrane;Arm pit;;;;;;;;;;;;;;;Upper back;Arm pits;;Main zipper;;;All zippers, hood facing, laminated pocket, pocket bags, ;All;Neck, Arm pit, pocket bags;;;;;No;Yes;1011;30% Discount;shell;10;above
91;11/6/19;1089624;1;EN;Australia;10;M;seeker comp jacket women;2011;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper,;;;;hem drew cord, ;;;;;;No;Yes;6;Repair;shell;8;below
9;10/25/19;1089882;1;ENG;New Zealand;10;M;Labrador ar jacket women;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;;pocket zippers, left and right side;;;;;;Allover;;;Main zipper;;;both cuffs, laminated pocket, hand pockets;powder skirt;hand  pockets bags;;;;;No;Yes;11;30% Discount;shell;13;above
347;12/16/19;1089897;1;EN;Australia;10;XS;Boreal lt jacket women;2016;2_Good;No;WBW 3L Membrane;;shoulders, front panels, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;3;above
548;1/22/20;1090059;1;EN;New Zealand;2;L;Mediterranean lt men;2016;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;main zipper;;;;tuck and sew both cuffs, ;;;;No;Yes;1;Repair;shell;4;below
12;10/25/19;1090152;1;ENG;New Zealand;10;S;Boreal ar jacket men;2011;1_Used;No;WBW 3L Membrane;Neck;;;;;;;;;Armpit, chest pocket zippers, lower back;;;;;;;;Everywhere;;;;all zippers, hood facing, pocket bags,  laminated pocket;all;neck;;;;;No;Yes;1008;30% Discount;shell;8;above
55;10/31/19;1090199;1;EN;Australia;10;S;Boreal ar jacket women;2016;2_Good;No;WBW 3L Membrane;neck, shoulders,;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;3;above
77;11/5/19;1090640;1;EN;Australia;10;S;Timoral jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;both cuffs, ;;;;;;left arm,;;;;;;arm pocket left, ;all,;both cuffs, ;;;;;No;Yes;8;Repair;shell;8;below
30;10/29/19;1090832;1;EN;Australia;10;L;Boreal ar jacket women;2009;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;;;;;;;;;;neck,;;;;;;all;neck,;;;;;No;Yes;1005;30% Discount;shell;10;above
125;11/13/19;1091271;1;EN;Australia;10;M;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;Shoulders,;;;;;;;pocket bag,;;;;;;;;all over, ;;;;;;hood facing, laminated pocket,;all, ;neck,  both cuffs, ;;;;;No;Yes;1011;Replacement;shell;7;above
8;10/24/19;1091279;1;ENG;New Zealand;10;M;Labrador ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;both cuffs, hood facing,[pocket bags, laminated pocket, hand pocket zippers;All;;;;;;No;Yes;9;30% Discount;shell;13;below
149;11/15/19;1091406;1;EN;Australia;10;L;Labrador sv jacket men;2006;2_Good;No;WBW 3L Membrane;inside hand pockets, ;;;;;;;;;;;left cuffs, arm pit, ;;;;;;;;;;both cuffs, all zippers, lining at hem, laminated pocets, pockts bags, ;powder skirt, ;both cuffs, pocket bags donuts, ;;;;;No;Yes;1014;30% Discount;shell;13;above
389;12/19/19;1091418;1;EN;Australia;10;M;Marin jacket women;2017;2_Good;No;Down Loft;;;;all over, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;2;above
29;10/29/19;1091479;1;EN;Australia;10;S;Boreal ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;Main zipper;;;all zippers, laminated pocket;at hem;;;;;;No;Yes;9;30% Discount;shell;13;below
65;11/1/19;1091867;1;EN;Australia;10;XL;Red jacket men;2005;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;front panels,;;;Main zipper,;hand  pocket zippers, ;;hem drew cord, pocket bag, laminated pocket, neck pad, hood facing, cuffslining, powder skirt,;at powder skirt ends, ;;;;;;No;Yes;11;30% Discount;shell;14;above
67;11/4/19;1092394;1;EN;Australia;10;L;Atlantis sv jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all pocket zippers except arm, neck pad, hood facing, laminated pockets, ;hem and waist drew cord, hand tag, donut inside pocket,  (cuff self repaired);zip pit and pocket bags donuts, colar, both cuffs, ;;;;;No;Yes;8;Repair;shell;8;below
0;10/24/19;1092409;1;ENG;New Zealand;10;XS;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;Arm pit, elbow, hood;;;;;;;;;;;;;;;;Neck;;;;;All zippers, hood facing, pocket bags, neck pad, laminated pocket;all;At neck;;;;;No;Yes;1008;Replacement;shell;7;above
128;11/13/19;1092552;1;EN;Australia;10;M;Boreal sl jacket women;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;9;below
2;10/24/19;1092607;1;ENG;New Zealand;10;XL;Ionian ar jacket men;2009;2_Good;No;WBW 3L Membrane;Neck, lower back;;;;;;;;;Front panels, both cuffs;;;;;;;Fron panels;;;;;Both cuffs, hood facing, laminated pocket, pocket bags R+L, all zippers;All, including donuts inside pocket;Both cuffs, neck;;;;;No;Yes;1008;30% Discount;shell;10;above
