Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;Age;Repair Threshold Status
405;12/27/19;1129773;1;EN;Australia;10;M;Tasman lt men;2013;2_Good;No;Down Loft;;;;;;;;;right arm, right front panel,;;;;;;;;;;;;;;;;;;;;No;Yes;6;50% Discount;shell;6;below
452;1/9/20;1130121;1;EN;Australia;10;L;Bering ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;let hand pocket, ;;;;;;;;;No;Yes;2;Repair;shell;11;below
420;12/31/19;1130126;1;EN;Australia;10;M;Boreal sl jacket women;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck, ;all, ;;;;;;No;Yes;6;Replacement;shell;11;below
441;1/3/20;1130130;1;EN;Australia;10;XL;Orice jacket men;2016;2_Good;Yes;Down Loft;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;4;below
716;1/10/20;1130152;1;EN;New Zealand;10;XL;Tasman sv men;2017;2_Good;No;Down Loft;;;;slight down leak;;;;;;;;;;;;;;;main zipper has teeth missing;;;;;;;;;;Yes;Yes;1003;Replacement;shell;3;above
715;1/9/20;1130202;1;EN;New Zealand;10;L;Ionian ar jacket women;2002;1_Used;No;WBW 3L Membrane;right cuff, left cuff, ;;;;;;;;;;;;;;;;;;main zipper, ;;;pocket bgas, hood facing, laminated pocket, all zippers, lining at  cuffs, neck pad, hood cord tunnel,  ;all, ;neck, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;18;above
402;12/27/19;1130268;1;EN;Australia;10;S;Atlantis fl jacket women;2011;2_Good;No;WBW 3L Membrane;;lower back, ;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;1003;Replacement;shell;8;above
758;1/22/20;1130308;1;EN;New Zealand;2;XL;Atlantis ar jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;8;above
457;1/7/20;1130455;1;EN;Australia;10;L;Red jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, hood facing, all zippers, lam pocket, pocket bags, hem draw cord, ;end of powder skirt, ;neck, pocket bag donuts, ;;;;missing brim stay, ;No;Yes;11;30% Discount;shell;14;above
547;1/22/20;1130539;1;EN;New Zealand;2;L;Atlantis ar jacket men;2014;1_Used;No;WBW 3L Membrane;neck, sleeves, ;;;;;;;;;;lower back, ;;;;;all over, ;;;;;;;;;;;;;No;Yes;1003;30% Discount;shell;6;above
450;1/6/20;1130551;1;EN;Australia;10;XL;Atlantis sl jacket men;2017;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;left pocket,;pocket zipper, ;;;;;;;No;Yes;4;Replacement;shell;3;below
443;1/3/20;1130604;1;EN;Australia;10;XL;Tasman lt jacket men;2019;2_Good;No;Down Loft;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;1;below
449;1/6/20;1130632;1;EN;Australia;10;L;Atlantis ar jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;main zipper flap, ;;both cuffs, ;;;;;;;;;;;main zipper,;;;;;;;;No;Yes;4;Repair;shell;9;below
734;1/14/20;1130643;1;EN;Australia;10;M;Bering sv jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper slider broken ;;;;;;;;Yes;Yes;1;Repair;shell;6;below
720;1/13/20;1130955;1;EN;New Zealand;10;XL;Cumulus sl jacket men;2004;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;hood facing, cuffs, all zippers;all 70d;hood tunnel;;;;;No;No;11;30% Discount;shell;16;above
730;1/14/20;1131061;1;EN;Australia;10;L;Labrador ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;right cuff, left cuff, ;;;;;;;;neck, ;;;;;all 70d delaminating;right cuff, left cuff, neck, ;;;;;Yes;Yes;5;30% Discount;shell;11;below
468;1/8/20;1131234;1;EN;Australia;10;M;Boreal sl jacket women;2010;1_Used;No;WBW 2L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;;;;neck,;all, ;;;;;;No;Yes;1006;30% Discount;shell;10;above
779;2/3/20;1131308;1;EN;New Zealand;2;M;Atlantis sv jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;;;;;;No;Yes;1;Repair;shell;5;below
448;1/6/20;1131503;1;EN;Australia;10;M;Boreal ar jacket men;2012;2_Good;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;8;above
747;1/21/20;1131972;1;EN;Australia;2;L;Atlantis sv jacket men;2012;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, ;right cuff, left cuff, hang tag, hem drawcord, ;left cuff, ;;;;;No;Yes;8;Replacement;shell;8;above
554;1/22/20;1131986;1;EN;New Zealand;2;M;Mediterranean lt women;2016;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;;;;both cuffs, ;;;;No;No;0;Replacement;shell;4;below
473;1/8/20;1132128;1;EN;Australia;10;XXL;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;neck, hood, ;;;;;;;;;;;;;;;;;neck, ;;;;neck pad, hood facing, ...;all, ;neck, ;;;;;No;Yes;1008;30% Discount;shell;13;above
446;1/6/20;1132194;1;EN;Australia;10;M;Atlantis sl jacket men;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;left pocket zipper;all pockets, ;;;;;;;No;Yes;4;Replacement;shell;5;below
456;1/7/20;1132231;1;EN;Australia;10;L;Aegean jacket women;2011;1_Used;No;WBW 3L Membrane;hood, neck, ;;;;;;;;;;;;;;;all over, ;;;main zipper, ;;;all zippers, pocket bags, powder skirt, neck pad, hood cord tunnel,;all, ;pocket bag donuts, neck, ;;;;;No;Yes;1011;30% Discount;shell;9;above
387;12/19/19;1132380;1;EN;Australia;10;S;Okhotsk coat women;2017;2_Good;No;K Fleece;;;;;;;;left side,;;;;;;;;;;;main zipper;;;;;;;;;brim stay;No;Yes;6;50% Discount;shell;2;below
544;1/22/20;1132494;1;EN;Australia;2;S;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, hood facing, all zippers, ;all, ;;;;;;No;Yes;9;30% Discount;shell;13;above
723;1/13/20;1132496;1;EN;Australia;10;L;Mediterranean lt jacket men;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper bottom box damaged;;;;;;;;;;No;Yes;3;Repair;shell;3;below
709;2/11/20;1132499;1;EN;Australia;2;S;Boreal lt jacket men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;front right panel, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;3;above
459;1/7/20;1132761;1;EN;Australia;10;XL;Ionian ar jacket men;2016;2_Good;No;WBW 3L Membrane;cuffs, shoulder right, ;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1001;Replacement;shell;4;above
455;1/7/20;1132770;1;EN;Australia;10;L;Ionian ar jacket men;2002;1_Used;No;WBW 3L Membrane;front panels,;;;;;;;;;;;;;;;;;;main zipper;;;lam pocket, hood facing, pocket bags, all zippers,;all exce[t what has been stitched, including pocket donuts, ;neck, arm pit donuts, ;;;;;No;Yes;1011;30% Discount;shell;18;above
475;1/8/20;1133585;1;EN;Australia;10;S;Bering sv jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;5;below
460;1/7/20;1133588;1;EN;Australia;10;L ;Boreal ar jacket men;2008;1_Used;No;WBW 3L Membrane;front panel, ;;;;;;;;;;;;;;;right arm, ;;;main zipper, ;;;hood facing, all zippers, lam pocket, pocket bags...;all, ;;;;;;No;Yes;1009;30% Discount;shell;12;above
784;2/4/20;1133677;1;EN;New Zealand;2;M;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper coil broken;;;;;;;;;;No;No;3;Replacement;shell;6;above
447;1/6/20;1133751;1;EN;Australia;10;M;Levantine mx jacket men;2002;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;arm pocket, ;hem drawcord, hood string donuts, chest pockets level;;;;;;No;Yes;6;Repair;shell;18;below
489;1/13/20;1133759;1;EN;Australia;10;XS;Ionian sl hybrid jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all,;neck,;;;;;No;Yes;5;Replacement;shell;9;below
488;1/13/20;1133765;1;EN;Australia;10;M;Labrador sv jacket men;2014;2_Good;No;WBW 3L Membrane;back, cuffs, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
491;1/14/20;1133768;1;EN;Australia;10;XL;Boreal ar jacket men;2011;2_Good;No;WBW 3L Membrane;arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;9;above
461;1/7/20;1133780;1;EN;Australia;10;XS;Boreal sv jacket women;2016;2_Good;No;WBW 3L Membrane;arm pit,shoulders, neck, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;4;above
463;1/7/20;1133810;1;EN;Australia;10;M;Ionian ar jacket women;2014;2_Good;No;WBW 3L Membrane;front panels, shoulders,  sleeves, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
495;1/14/20;1133814;1;EN;Australia;10;S;Atlantis sl hybrid jacket women;2011;2_Good;No;WBW 2L Membrane;all over, ;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;1005;Replacement;shell;9;above
739;1/16/20;1133874;1;EN;Australia;2;XS;Labrador ar jacket women;2008;1_Used;No;WBW 3L Membrane;in pits, chest, elbows;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hem drawcord, ;at main zipper, hood, neck ;;;;;No;Yes;1005;30% Discount;shell;12;above
465;1/7/20;1134005;1;EN;Australia;10;L;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;down not evenly distributed;No;Yes;0;Repair;shell;6;below
760;1/23/20;1134006;1;EN;Australia;2;L;Tasman lt jacket men;2013;1_Used;No;Down Loft;;;;left arm, ;;;;;;;;;;;;;;;main zipper coil broken ;;;;;;;;;;No;No;1003;Replacement;shell;7;above
467;1/8/20;1134206;1;EN;Australia;10;M;Atlantis ar jacket women;2016;1_Used;No;WBW 3L Membrane;front panel,;;;;;;;left forearm,;;;;;;;;front panel, riht arm, ;;;;;;all zippers, hood facing, stopping donuts hood draw cord ;;both cuffs, ;;;;;No;Yes;1008;50% Discount;shell;4;above
492;1/14/20;1134249;1;EN;Australia;10;S;Boreal sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;neck, ;;;;;No;Yes;5;Replacement;shell;9;below
755;1/22/20;1134311;1;EN;New Zealand;2;M;Tasman sv men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;rip on right arm ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;6;above
793;2/11/20;1134363;1;EN;New Zealand;2;S;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;left shoulder, right shoulder, right arm, left arm, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;No;1000;Replacement;shell;5;above
476;1/8/20;1135400;1;EN;Australia;10;S;Tasman lt jacket women;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;5;below
516;1/17/20;1135431;1;EN;Australia;2;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;;;;;;No;Yes;6;Replacement;shell;5;above
464;1/7/20;1135493;1;EN;Australia;10;M;Atlantis ar jacket men;2015;2_Good;No;WBW 3L Membrane;cuffs, neck, hood, ;;;;;;;;;;;;;;;;;;;;main zipper, ;hood facingm lam pocket, pocket bags, ;all, ;neck, arm pit zipper donus, pocket bags donuts, ;;;;;No;Yes;1009;Replacement;shell;5;above
472;1/8/20;1135568;1;EN;Australia;10;XL;Boreal sl jacket men;2005;1_Used;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;3;30% Discount;shell;15;below
487;1/13/20;1135636;1;EN;Australia;10;XS;Labrador ar jacket women;2005;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;;;;;;pocket zippers and arm zippers, lam pocket, pocket bags, powder skirt, hood facing, both cufs lining ;all,;pocket bag donuts, neck, arm pit donuts, hood garage, both cuffs, ;;;;Replace arm pocket window, ;No;Yes;1008;30% Discount;shell;15;above
515;1/17/20;1135641;1;EN;Australia;2;S;Boreal sl jacket men;2016;2_Good;No;WBW 2L Membrane;hood, ;;;;;;;;;;;;;;;;;;;;;;;neck, ;;;;;No;Yes;1002;Replacement;shell;4;above
725;1/13/20;1135679;1;EN;Australia;10;M;Tasman lt men;2015;2_Good;No;Down Loft;;;;light down leak;;;;lower back;;right cuff, left cuff, ;;;;;;;;;main zipper coil broken;;;;;;;;;;Yes;Yes;1006;Replacement;shell;5;above
745;1/20/20;1135763;1;EN;New Zealand;2;M;Mediterranean lt men;2017;2_Good;No;WBW 3L Membrane;;;;;;;;fabric rip on the right arm;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;3;above
535;1/21/20;1135795;1;EN;Australia;2;M;Mediterranean lt men;2014;2_Good;No;K Fleece;;;;;;fornt panels, ;;;;around pockets, ;;;;upper right font panel, ;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;6;above
719;1/10/20;1135888;1;EN;New Zealand;10;L;Red jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, powder skirt, hem drawcord, ;right cuff, left cuff, ;;;;;Yes;Yes;5;Repair;shell;8;below
478;1/9/20;1136746;1;EN;Australia;10;XL;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;cuffs, lower back, arm pit;;;;;;;;;;;;;hood faicng, all zippers, cuffs linings, neck pad, ;;neck, ;;;;;No;Yes;11;30% Discount;shell;13;above
462;1/7/20;1136914;1;EN;Australia;10;M;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;neck, shoulders, cuffs, front panel, ;;;;;;;;;;;;;;;;;neck, shoulders, ;;;;;;;;;;;No;Yes;1000;Replacement;shell;6;above
514;1/17/20;1137045;1;EN;Australia;2;XL;Boreal ar jacket men;2014;2_Good;No;WBW 3L Membrane;both cuffs, ;;;;;;;;;;;;;;;;;;;;right pocket, ;;;;;;;;No;No;1001;Replacement;shell;6;above
570;1/24/20;1137167;1;EN;New Zealand;2;L;Boreal lt hybrid jacket men;2014;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;front panels, sleeves, ;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;6;above
490;1/13/20;1137304;1;EN;Australia;10;M;Atlantis ar jacket men;2015;2_Good;Yes;WBW 3L Membrane;;;;;;;;lower left front panel, ;;both cuffs, ;;;;;;;;;;;main zipper, ;left chest pocket zippers, ;;;;;;;No;Yes;7;Repair;shell;5;below
485;1/9/20;1137305;1;EN;Australia;10;L;Ionian ar jacket men;2002;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, nck pad, pocket bags, hood cord tunnel, cuffs lining, ;all, ;neck, cuffs, ;;;;;No;Yes;11;30% Discount;shell;18;above
600;1/29/20;1137583;1;EN;Australia;2;M;Coral sv jacket men;2010;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;all, ;;;;;;No;No;6;Replacement;shell;10;above
520;1/17/20;1137602;1;EN;Australia;2;S;Ionian ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, all zippers, cuffs, lining, ;;both cuffs, ;;;;;No;Yes;5;30% Discount;shell;14;above
757;1/22/20;1137664;1;EN;New Zealand;2;L;Red jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;;;;;;No;No;3;Replacement;shell;9;above
493;1/14/20;1137744;1;EN;Australia;10;L;Boreal ar jacket men;2007;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;both cuffs, ;;;;;;;main zipper, ;;;all zippers, hood facing, neck pad, cuff lining, ;all, ;pocket bag donuts, neck, cuffs, ;;;;;No;Yes;17;30% Discount;shell;13;above
726;1/13/20;1138090;1;EN;Australia;10;L;Red jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;      ;;;;right pocket bag, left pocket bag, ;powder skirt, ;right cuff, left cuff, ;;;;;Yes;Yes;8;30% Discount;shell;14;below
603;1/29/20;1138350;1;EN;Australia;2;L;Ionian sv jacket men;2011;3_Excellent;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;;;;pocket bags, lam pocket, ;all, ;both cuffs, pocket bag donuts,neck, ;;;;;No;Yes;1008;Replacement;shell;9;above
602;1/29/20;1138361;1;EN;Australia;2;M;Ionian ar jacket men;2009;3_Excellent;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;neck, hood, ;;main zipper, ;;;hood facing, cuffs lining, ;all;nekc, pit zip donuts, boh cuffs, ;;;;;No;No;1011;Replacement;shell;11;above
500;1/14/20;1138583;1;EN;Australia;10;M;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;neck, arm pit, ;;;;;;;;;;;;;;;;;;main zipper, ;;;lam pocket, pocket bags, hood facing, cuffs lining, all zippers, ;all,;pocket bags donuts, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;13;above
497;1/14/20;1138615;1;EN;Australia;10;M;Molucca lt jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;upper back, ;;;;;;;;;;;neck and hood, ;;;main zipper, ;;;;;;;;No;Yes;1;Replacement;shell;5;below
727;1/13/20;1138633;1;EN;Australia;10;XXL;Labrador sv jacket men;2006;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;;main zipper, coil broken;;;;powder skirt, ;right cuff, left cuff, hood cord tunnel, neck, left pocket bag donuts, right pocket bag donuts, ;;;;;Yes;Yes;1008;30% Discount;shell;14;above
519;1/17/20;1138646;1;EN;Australia;2;S;Atlantis comp hoody women;2015;0_Trashed;No;K Fleece;;;;;;;;;front panels, ;;;;;;;;;;;;;;;;;;;;No;Yes;6;30% Discount;shell;5;above
527;1/20/20;1138660;1;EN;Australia;2;M;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;neck, arm pit, ;;;;;;;;;;;;;;;;;neck, ;main zipper, ;;;;;;;;;;No;Yes;1003;Replacement;shell;4;above
733;1/14/20;1138695;1;EN;Australia;10;L;Bering sv jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;left arm has a tear ;;;;;;;;;;;;;;;;;;;;;Yes;Yes;3;Replacement;shell;4;below
494;1/14/20;1138798;1;EN;Australia;10;M;Labrador ar jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuff lining, pocket bags, arm pocket, ;all, ;hood garage, both cuffs, neck, pocket bag donuts, ;;;;;No;Yes;11;30% Discount;shell;13;above
549;1/23/20;1138888;1;EN;New Zealand;2;S;Atlantis sv jacket men;2017;2_Good;No;WBW 3L Membrane;hood, front panel, ;;;;;;;;;;;;;;;front panels, ;hood, neck, ;;;;main zipper, ;;;both cuffs, ;;;;;No;Yes;1003;Replacement;shell;3;above
551;1/22/20;1138907;1;EN;New Zealand;2;L;Ionian ar jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;upper back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;4;above
743;1/20/20;1139025;1;EN;Australia;2;M;Ionan jacket men;2016;2_Good;No;WBW 3L Membrane;;;;down leaking through abrasion on left arm ;;;;;;on left arm ;;;;;;;;;;;;;;;;;;;No;Yes;1000;50% Discount;shell;4;above
483;1/9/20;1139103;1;EN;Australia;10;S;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;right panel, ;;;;;;;;;;;neck pad, pocket zippers, lam pocket, ;all,;pocket bag donuts, neck, both cuffs, ;;;;;No;Yes;11;30% Discount;shell;8;above
729;1/14/20;1139545;1;EN;Australia;10;M;Somov parka men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper slider broken;;;;;;;;;;Yes;Yes;3;Repair;shell;5;below
649;2/4/20;1139611;1;EN;Australia;2;L;Boreal ar jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;lower back, ;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;2;above
754;1/22/20;1139622;1;EN;New Zealand;2;S;Boreal ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, hem drawcord, ;right cuff, left cuff, left pocket bag donuts, right pocket bag donuts, ;;;;;No;No;5;Replacement;shell;8;above
772;1/27/20;1139792;1;EN;Australia;2;M;Levantine mx women;2014;2_Good;No;K Fleece;;;;;fabric fading ll over the hoody;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;6;above
744;1/20/20;1139793;1;EN;Australia;2;XL;Levantine mx men;2019;2_Good;No;WBW 3L Membrane;;;;;;;;large tear on bottom left side;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;1;above
498;1/14/20;1139822;1;EN;Australia;10;XL;Boreal ar jacket women;2007;2_Good;No;WBW 3L Membrane;arm pit, hood, ;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, hood facing, lam pocket, pocket bags, ;all, ;cuffs, neck, pocket bag donuts, arm pit donuts, ;;;;;No;Yes;1011;30% Discount;shell;13;above
756;1/22/20;1139925;1;EN;New Zealand;2;L;Tasman sl jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;;fabric rip on right chest;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;4;above
778;2/3/20;1139932;1;EN;New Zealand;2;S;Tasman lt men;2019;2_Good;No;Down Loft;;;;;;;;on right arm;;;;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;1;above
735;1/16/20;1139976;1;EN;Australia;2;XL;Atlantis fl jacket men;2013;2_Good;No;WBW 3L Membrane;right cuff, left cuff, front, ;;;;;;;;;;;;;;;;;;;chest pocket zipper broken ;main zipper slider broken;;right cuff, left cuff, hem drawcord, ;failing at main zipper, both cuffs. neck ;;;;;No;Yes;1008;Replacement;shell;7;above
782;2/4/20;1140101;1;EN;New Zealand;2;XL;Tasman lt men;2018;2_Good;No;Down Loft;;;;lower back has excessive down leaking considering age;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;2;above
550;1/22/20;1140166;1;EN;New Zealand;2;M;Barents sv jacket men;2008;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;;hood facing, ;all, ;both cuffs, ;;;;;No;No;8;Replacement;shell;12;above
499;1/14/20;1140222;1;EN;Australia;10;S;Ionian ar jacket men;2013;2_Good;No;WBW 3L Membrane;front panels, ;;;;;;;hood, ;;;front panel, ;;;;;;;;;;;;;;;;;;No;Yes;1006;Replacement;shell;7;above
508;1/16/20;1140941;1;EN;Australia;2;M;Okhotsk coat women;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;No;Yes;1;Repair;shell;3;below
592;1/28/20;1140954;1;EN;Australia;2;M;Ionian ar jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;all zippers, hood facing, cuffs lining, ;;pocket bag donuts, boths cuffs, ;;;;;No;No;8;30% Discount;shell;14;above
501;1/16/20;1140960;1;EN;Australia;2;L;Boreal lt hybrid jacket men;2014;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper;;al, ;neck, ;;;;;No;Yes;6;Replacement;shell;6;above
507;1/16/20;1140967;1;EN;Australia;2;L;Ionian ar jacket women;2013;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;;;;;;;;;;neck, ;;;;lam pocket, ;;neck, ;;;;;No;Yes;1005;Replacement;shell;7;above
510;1/16/20;1140994;1;EN;Australia;2;M;Boreal lt jacket women;2008;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;arm pit, neck, ;;;;;pocket bags, lm pocket, ;all, ;neck, pocket bag donuts, ;;;;;No;Yes;8;Replacement;shell;12;above
780;2/3/20;1141026;1;EN;Australia;2;M;Atlantis sv jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;on left arm lower panel;;;;;;;;;;;;;;;;;;No;No;3;50% Discount;shell;2;above
513;1/17/20;1141201;1;EN;Australia;2;M;Labrador ar jacket women;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;arm pits, ;;;;;;;;main zipper, ;;;all zippers, cufs lining, powder skirt, ;;neck, ;;;;;No;Yes;11;30% Discount;shell;14;above
509;1/16/20;1141309;1;EN;Australia;2;M;Boreal ar jacket men;2009;1_Used;No;WBW 3L Membrane;fornt panels, ;;;;;;;;;;back,;;;;;;;;main zipper, ;;;cuff lining, hood facing, pocket bags, lam pocket, ;all, ;;;;;;No;Yes;1012;30% Discount;shell;11;above
496;1/14/20;1141325;1;EN;Australia;10;XS;Ionian ar jacket women;2015;2_Good;No;WBW 3L Membrane;shoulders, neck, arm pit, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;5;above
512;1/17/20;1141366;1;EN;Australia;2;S;Boreal sl jacket men;2010;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, hood cord tunnel, ;all, ;neck, ;;;;;No;Yes;8;Replacement;shell;10;above
677;2/6/20;1141412;1;EN;Australia;2;XL;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;hood facing, lam pocket, pocket bags, ;all, ;cuffs, neck, pocket bag donuts, arm pit donuts, ;;;;;No;No;8;Replacement;shell;9;above
